,var.features,ID
ENSG00000214559,NA,ENSG00000214559
RAP1GDS1,NA,ENSG00000138698
TSPAN5,NA,ENSG00000168785
TSPAN5-DT,NA,ENSG00000260641
EIF4E,NA,ENSG00000151247
ENSG00000263923,NA,ENSG00000263923
METAP1,NA,ENSG00000164024
ADH5,NA,ENSG00000197894
ENSG00000246090,NA,ENSG00000246090
ADH1B,NA,ENSG00000196616
TRMT10A,NA,ENSG00000145331
DAPP1,NA,ENSG00000070190
LAMTOR3,NA,ENSG00000109270
DNAJB14,NA,ENSG00000164031
H2AZ1,NA,ENSG00000164032
H2AZ1-DT,NA,ENSG00000245322
EMCN,NA,ENSG00000164035
PPP3CA,NA,ENSG00000138814
BANK1,NA,ENSG00000153064
SLC39A8,NA,ENSG00000138821
NFKB1,NA,ENSG00000109320
MANBA,NA,ENSG00000109323
UBE2D3,NA,ENSG00000109332
UBE2D3-AS1,NA,ENSG00000246560
CISD2,NA,ENSG00000145354
SLC9B1,NA,ENSG00000164037
SLC9B2,NA,ENSG00000164038
BDH2,NA,ENSG00000164039
CENPE,NA,ENSG00000138778
LINC02428,NA,ENSG00000248740
TACR3,NA,ENSG00000169836
LINC02503,NA,ENSG00000249614
ENSG00000251170,ENSG00000251170,ENSG00000251170
CXXC4,NA,ENSG00000168772
CXXC4-AS1,NA,ENSG00000245384
ENSG00000248242,NA,ENSG00000248242
ENSG00000248373,NA,ENSG00000248373
ENSG00000251259,NA,ENSG00000251259
TET2,NA,ENSG00000168769
PPA2,NA,ENSG00000138777
INTS12,NA,ENSG00000138785
GSTCD,NA,ENSG00000138780
NPNT,NA,ENSG00000168743
ENSG00000249635,NA,ENSG00000249635
TBCK,NA,ENSG00000145348
AIMP1,NA,ENSG00000164022
ENSG00000286147,NA,ENSG00000286147
DKK2,DKK2,ENSG00000155011
PAPSS1,NA,ENSG00000138801
SGMS2,NA,ENSG00000164023
CYP2U1-AS1,NA,ENSG00000245293
CYP2U1,NA,ENSG00000155016
ENSG00000249604,NA,ENSG00000249604
HADH,NA,ENSG00000138796
LEF1,LEF1,ENSG00000138795
LEF1-AS1,NA,ENSG00000232021
RPL34-DT,NA,ENSG00000234492
RPL34,RPL34,ENSG00000109475
OSTC,NA,ENSG00000198856
ENSG00000286136,NA,ENSG00000286136
ETNPPL,ETNPPL,ENSG00000164089
COL25A1,NA,ENSG00000188517
SEC24B-AS1,NA,ENSG00000247950
SEC24B,NA,ENSG00000138802
MCUB,NA,ENSG00000005059
CASP6,NA,ENSG00000138794
PLA2G12A,NA,ENSG00000123739
CFI,NA,ENSG00000205403
GAR1,NA,ENSG00000109534
RRH,NA,ENSG00000180245
LRIT3,NA,ENSG00000183423
EGF,NA,ENSG00000138798
ELOVL6,NA,ENSG00000170522
ENPEP,NA,ENSG00000138792
ENSG00000288692,NA,ENSG00000288692
ENSG00000248656,NA,ENSG00000248656
LINC02945,NA,ENSG00000249815
ENSG00000288691,NA,ENSG00000288691
FAM241A,NA,ENSG00000174749
AP1AR,NA,ENSG00000138660
TIFA,NA,ENSG00000145365
ALPK1,NA,ENSG00000073331
NEUROG2-AS1,NA,ENSG00000249509
ZGRF1,NA,ENSG00000138658
LARP7,NA,ENSG00000174720
ANK2,NA,ENSG00000145362
ANK2-AS1,NA,ENSG00000248152
CAMK2D,NA,ENSG00000145349
ARSJ,NA,ENSG00000180801
UGT8,NA,ENSG00000174607
NDST4,NA,ENSG00000138653
ENSG00000287290,NA,ENSG00000287290
TRAM1L1,NA,ENSG00000174599
ENSG00000286269,NA,ENSG00000286269
NDST3,NDST3,ENSG00000164100
SNHG8,NA,ENSG00000269893
PRSS12,NA,ENSG00000164099
ENSG00000291201,NA,ENSG00000291201
METTL14-DT,NA,ENSG00000281731
METTL14,NA,ENSG00000145388
SEC24D,NA,ENSG00000150961
SYNPO2,SYNPO2,ENSG00000172403
USP53,USP53,ENSG00000145390
C4orf3,NA,ENSG00000164096
ENSG00000291202,NA,ENSG00000291202
ENSG00000291203,NA,ENSG00000291203
PDE5A,NA,ENSG00000138735
MAD2L1-DT,NA,ENSG00000250938
PRDM5,NA,ENSG00000138738
NDNF,NA,ENSG00000173376
TNIP3,NA,ENSG00000050730
QRFPR,NA,ENSG00000186867
ANXA5,NA,ENSG00000164111
EXOSC9,NA,ENSG00000123737
CCNA2,NA,ENSG00000145386
BBS7,NA,ENSG00000138686
TRPC3,TRPC3,ENSG00000138741
ENSG00000289342,NA,ENSG00000289342
BLTP1,NA,ENSG00000138688
FGF2,NA,ENSG00000138685
ENSG00000273007,NA,ENSG00000273007
NUDT6,NA,ENSG00000170917
SPATA5,NA,ENSG00000145375
SPRY1,NA,ENSG00000164056
LINC01091,NA,ENSG00000249464
ANKRD50,NA,ENSG00000151458
FAT4,NA,ENSG00000196159
ENSG00000250149,ENSG00000250149,ENSG00000250149
ENSG00000286251,NA,ENSG00000286251
ENSG00000250945,NA,ENSG00000250945
ENSG00000248491,NA,ENSG00000248491
INTU,NA,ENSG00000164066
HSPA4L,NA,ENSG00000164070
PLK4,NA,ENSG00000142731
MFSD8,NA,ENSG00000164073
ABHD18,NA,ENSG00000164074
LARP1B,NA,ENSG00000138709
PGRMC2,NA,ENSG00000164040
LINC02615,NA,ENSG00000251432
ENSG00000289243,NA,ENSG00000289243
JADE1,NA,ENSG00000077684
SCLT1,NA,ENSG00000151466
C4orf33,NA,ENSG00000151470
LINC02465,NA,ENSG00000249618
ENSG00000251555,NA,ENSG00000251555
ENSG00000251598,NA,ENSG00000251598
ENSG00000251488,NA,ENSG00000251488
PCDH10-DT,NA,ENSG00000250241
PCDH10,NA,ENSG00000138650
ENSG00000251388,NA,ENSG00000251388
ENSG00000251199,NA,ENSG00000251199
PABPC4L,NA,ENSG00000254535
LINC02462,NA,ENSG00000251291
ENSG00000251567,NA,ENSG00000251567
LINC02511,NA,ENSG00000248869
PCDH18,NA,ENSG00000189184
LINC02172,NA,ENSG00000251632
SLC7A11,SLC7A11,ENSG00000151012
LINC00499,LINC00499,ENSG00000251372
ENSG00000250195,NA,ENSG00000250195
NOCT,NA,ENSG00000151014
ELF2,NA,ENSG00000109381
ENSG00000288785,NA,ENSG00000288785
NDUFC1,NA,ENSG00000109390
NAA15,NA,ENSG00000164134
RAB33B-AS1,NA,ENSG00000273247
RAB33B,NA,ENSG00000172007
SETD7,NA,ENSG00000145391
ENSG00000286896,NA,ENSG00000286896
MGST2,NA,ENSG00000085871
MAML3,NA,ENSG00000196782
SCOC,NA,ENSG00000153130
SCOC-AS1,NA,ENSG00000196951
CLGN,NA,ENSG00000153132
ELMOD2,NA,ENSG00000179387
TBC1D9,NA,ENSG00000109436
RNF150,NA,ENSG00000170153
ZNF330,NA,ENSG00000109445
IL15,NA,ENSG00000164136
INPP4B,NA,ENSG00000109452
USP38-DT,NA,ENSG00000250326
USP38,NA,ENSG00000170185
GAB1,NA,ENSG00000109458
SMARCA5,NA,ENSG00000153147
ENSG00000251600,NA,ENSG00000251600
FREM3,NA,ENSG00000183090
GYPE,NA,ENSG00000197465
ENSG00000285783,NA,ENSG00000285783
HHIP,HHIP,ENSG00000164161
ANAPC10,NA,ENSG00000164162
ABCE1,NA,ENSG00000164163
OTUD4,NA,ENSG00000164164
LINC02266,NA,ENSG00000272727
SMAD1,NA,ENSG00000170365
MMAA,NA,ENSG00000151611
ZNF827,NA,ENSG00000151612
LSM6,NA,ENSG00000164167
SLC10A7,NA,ENSG00000120519
TTC29,TTC29,ENSG00000137473
EDNRA,NA,ENSG00000151617
TMEM184C,NA,ENSG00000164168
PRMT9,NA,ENSG00000164169
ARHGAP10,NA,ENSG00000071205
NR3C2,NA,ENSG00000151623
ENSG00000250354,NA,ENSG00000250354
ENSG00000287292,ENSG00000287292,ENSG00000287292
LINC02355,NA,ENSG00000248210
IQCM,NA,ENSG00000234828
DCLK2,NA,ENSG00000170390
LRBA,NA,ENSG00000198589
RPS3A,RPS3A,ENSG00000145425
SH3D19,NA,ENSG00000109686
ENSG00000270265,NA,ENSG00000270265
FHIP1A,FHIP1A,ENSG00000164142
GATB,NA,ENSG00000059691
FBXW7,NA,ENSG00000109670
ENSG00000287555,NA,ENSG00000287555
MIR4453HG,NA,ENSG00000268471
TMEM154,NA,ENSG00000170006
TIGD4,NA,ENSG00000169989
ARFIP1,NA,ENSG00000164144
FHDC1,NA,ENSG00000137460
TRIM2,NA,ENSG00000109654
MND1,NA,ENSG00000121211
TMEM131L,NA,ENSG00000121210
ENSG00000290441,ENSG00000290441,ENSG00000290441
TLR2,NA,ENSG00000137462
RNF175,NA,ENSG00000145428
ENSG00000280241,ENSG00000280241,ENSG00000280241
DCHS2,NA,ENSG00000197410
PLRG1,NA,ENSG00000171566
ENSG00000249041,NA,ENSG00000249041
MAP9,NA,ENSG00000164114
GUCY1A1,NA,ENSG00000164116
GUCY1B1,NA,ENSG00000061918
CTSO,NA,ENSG00000256043
PDGFC,NA,ENSG00000145431
GLRB,NA,ENSG00000109738
GRIA2,NA,ENSG00000120251
ENSG00000286133,NA,ENSG00000286133
ENSG00000287226,NA,ENSG00000287226
GASK1B,NA,ENSG00000164125
GASK1B-AS1,NA,ENSG00000248429
ENSG00000287822,NA,ENSG00000287822
ENSG00000250604,NA,ENSG00000250604
TMEM144,TMEM144,ENSG00000164124
ENSG00000286558,NA,ENSG00000286558
RXFP1,NA,ENSG00000171509
ETFDH,NA,ENSG00000171503
PPID,NA,ENSG00000171497
FNIP2,NA,ENSG00000052795
C4orf45,NA,ENSG00000164123
RAPGEF2,NA,ENSG00000109756
LINC02233,NA,ENSG00000250488
FSTL5,FSTL5,ENSG00000168843
NAF1,NA,ENSG00000145414
NPY1R,NA,ENSG00000164128
TMA16,NA,ENSG00000198498
MARCHF1,NA,ENSG00000145416
TRIM61,NA,ENSG00000183439
FAM218A,NA,ENSG00000250486
TMEM192,NA,ENSG00000170088
KLHL2,NA,ENSG00000109466
MSMO1,NA,ENSG00000052802
CPE,NA,ENSG00000109472
TLL1,TLL1,ENSG00000038295
SPOCK3,SPOCK3,ENSG00000196104
ENSG00000287188,NA,ENSG00000287188
DDX60,NA,ENSG00000137628
DDX60L,NA,ENSG00000181381
PALLD,NA,ENSG00000129116
CBR4,NA,ENSG00000145439
SH3RF1,NA,ENSG00000154447
NEK1,NA,ENSG00000137601
CLCN3,NA,ENSG00000109572
HPF1,NA,ENSG00000056050
ENSG00000251200,NA,ENSG00000251200
MFAP3L,NA,ENSG00000198948
AADAT,NA,ENSG00000109576
GALNTL6,GALNTL6,ENSG00000174473
GALNT7-DT,NA,ENSG00000245213
GALNT7,NA,ENSG00000109586
ENSG00000248774,NA,ENSG00000248774
HMGB2,NA,ENSG00000164104
SAP30-DT,NA,ENSG00000272870
SAP30,NA,ENSG00000164105
SCRG1,NA,ENSG00000164106
ENSG00000288025,NA,ENSG00000288025
ENSG00000286226,NA,ENSG00000286226
LINC02268,NA,ENSG00000248174
FBXO8,NA,ENSG00000164117
CEP44,NA,ENSG00000164118
HPGD,NA,ENSG00000164120
GLRA3,NA,ENSG00000145451
ADAM29,NA,ENSG00000168594
ENSG00000289392,NA,ENSG00000289392
GPM6A,GPM6A,ENSG00000150625
WDR17,NA,ENSG00000150627
SPCS3-AS1,NA,ENSG00000248980
SPCS3,NA,ENSG00000129128
ENSG00000248388,NA,ENSG00000248388
VEGFC,VEGFC,ENSG00000150630
ENSG00000287544,ENSG00000287544,ENSG00000287544
AGA,NA,ENSG00000038002
AGA-DT,NA,ENSG00000250131
LINC01098,NA,ENSG00000231171
LINC01099,NA,ENSG00000251504
TENM3-AS1,NA,ENSG00000177822
TENM3,NA,ENSG00000218336
DCTD,NA,ENSG00000129187
WWC2,NA,ENSG00000151718
CDKN2AIP,NA,ENSG00000168564
ING2-DT,NA,ENSG00000232648
ING2,NA,ENSG00000168556
RWDD4,NA,ENSG00000182552
TRAPPC11,NA,ENSG00000168538
STOX2,NA,ENSG00000173320
ENPP6,NA,ENSG00000164303
LINC02362,NA,ENSG00000249096
IRF2,NA,ENSG00000168310
ENSG00000286292,NA,ENSG00000286292
LINC02427,NA,ENSG00000271538
CASP3,NA,ENSG00000164305
PRIMPOL,NA,ENSG00000164306
CENPU,NA,ENSG00000151725
ACSL1,NA,ENSG00000151726
LINC02436,NA,ENSG00000250754
SLC25A4,NA,ENSG00000151729
CFAP97,NA,ENSG00000164323
SNX25,NA,ENSG00000109762
LRP2BP,NA,ENSG00000109771
LRP2BP-AS1,NA,ENSG00000250410
ANKRD37,NA,ENSG00000186352
UFSP2,NA,ENSG00000109775
C4orf47,NA,ENSG00000205129
CCDC110,NA,ENSG00000168491
ENSG00000249679,NA,ENSG00000249679
PDLIM3,NA,ENSG00000154553
SORBS2,NA,ENSG00000154556
TLR3,NA,ENSG00000164342
FAM149A,NA,ENSG00000109794
CYP4V2,NA,ENSG00000145476
KLKB1,NA,ENSG00000164344
F11,NA,ENSG00000088926
F11-AS1,F11-AS1,ENSG00000251165
FAT1,NA,ENSG00000083857
ENSG00000286641,NA,ENSG00000286641
FRG1-DT,NA,ENSG00000245685
FRG1,NA,ENSG00000109536
PLEKHG4B,NA,ENSG00000153404
CCDC127,NA,ENSG00000164366
SDHA,NA,ENSG00000073578
PDCD6,NA,ENSG00000249915
AHRR,NA,ENSG00000063438
EXOC3-AS1,NA,ENSG00000221990
EXOC3,NA,ENSG00000180104
SLC9A3-AS1,NA,ENSG00000225138
CEP72,NA,ENSG00000112877
TPPP,NA,ENSG00000171368
ZDHHC11B,NA,ENSG00000206077
ZDHHC11,NA,ENSG00000188818
BRD9,NA,ENSG00000028310
TRIP13,NA,ENSG00000071539
NKD2,NA,ENSG00000145506
SLC12A7,NA,ENSG00000113504
CLPTM1L,NA,ENSG00000049656
LINC01511,NA,ENSG00000250584
LPCAT1,NA,ENSG00000153395
ENSG00000291055,NA,ENSG00000291055
ENSG00000291079,NA,ENSG00000291079
MRPL36,NA,ENSG00000171421
NDUFS6,NA,ENSG00000145494
ENSG00000248994,NA,ENSG00000248994
IRX2,NA,ENSG00000170561
LINC01019,NA,ENSG00000248118
IRX1,NA,ENSG00000170549
ENSG00000248973,NA,ENSG00000248973
ADAMTS16-DT,NA,ENSG00000250579
ADAMTS16,NA,ENSG00000145536
ENSG00000286753,NA,ENSG00000286753
ICE1,NA,ENSG00000164151
LINC02145,NA,ENSG00000250490
MED10,NA,ENSG00000133398
UBE2QL1,NA,ENSG00000215218
NSUN2,NA,ENSG00000037474
SRD5A1,NA,ENSG00000145545
LINC02102,NA,ENSG00000248677
TENT4A,NA,ENSG00000112941
LINC02236,NA,ENSG00000251365
LINC02196,NA,ENSG00000250974
ENSG00000290510,NA,ENSG00000290510
ADCY2,ADCY2,ENSG00000078295
ENSG00000250761,NA,ENSG00000250761
CFAP90,NA,ENSG00000215217
MTRR,NA,ENSG00000124275
FASTKD3,NA,ENSG00000124279
ENSG00000288002,NA,ENSG00000288002
LINC02226,NA,ENSG00000245729
MIR4458HG,NA,ENSG00000247516
ENSG00000260981,NA,ENSG00000260981
LINC02199,NA,ENSG00000250198
SEMA5A,SEMA5A,ENSG00000112902
LINC02112,NA,ENSG00000249781
ATPSCKMT,NA,ENSG00000150756
CCT5,NA,ENSG00000150753
CMBL,NA,ENSG00000164237
MARCHF6-DT,NA,ENSG00000259802
MARCHF6,NA,ENSG00000145495
ROPN1L,NA,ENSG00000145491
ANKRD33B,NA,ENSG00000164236
DAP,NA,ENSG00000112977
CTNND2,NA,ENSG00000169862
LINC02220,NA,ENSG00000248457
DNAH5,DNAH5,ENSG00000039139
TRIO,NA,ENSG00000038382
OTULINL,NA,ENSG00000145569
OTULIN,NA,ENSG00000154124
ANKH,NA,ENSG00000154122
LINC02149,NA,ENSG00000249332
ENSG00000286377,NA,ENSG00000286377
FBXL7,NA,ENSG00000183580
MARCHF11,MARCHF11,ENSG00000183654
LINC02150,NA,ENSG00000248150
ZNF622,NA,ENSG00000173545
RETREG1,NA,ENSG00000154153
RETREG1-AS1,NA,ENSG00000246214
MYO10,NA,ENSG00000145555
BASP1,NA,ENSG00000176788
BASP1-AS1,BASP1-AS1,ENSG00000215196
LINC02217,LINC02217,ENSG00000248455
LINC02218,NA,ENSG00000249662
LINC02223,NA,ENSG00000249937
LINC02100,NA,ENSG00000248693
CDH18,CDH18,ENSG00000145526
LINC02241,NA,ENSG00000251629
GUSBP1,NA,ENSG00000291102
ENSG00000253766,NA,ENSG00000253766
CDH12,CDH12,ENSG00000154162
LINC02899,NA,ENSG00000248874
CDH10,CDH10,ENSG00000040731
ENSG00000248605,NA,ENSG00000248605
ENSG00000286625,NA,ENSG00000286625
CDH9,CDH9,ENSG00000113100
PURPL,NA,ENSG00000250337
CDH6,NA,ENSG00000113361
DROSHA,NA,ENSG00000113360
C5orf22,NA,ENSG00000082213
PDZD2,NA,ENSG00000133401
ENSG00000249114,NA,ENSG00000249114
ENSG00000250764,NA,ENSG00000250764
GOLPH3,NA,ENSG00000113384
MTMR12,NA,ENSG00000150712
ZFR,NA,ENSG00000056097
SUB1,NA,ENSG00000113387
NPR3,NA,ENSG00000113389
ENSG00000250697,NA,ENSG00000250697
TARS1-DT,NA,ENSG00000249572
TARS1,NA,ENSG00000113407
ADAMTS12,NA,ENSG00000151388
AMACR,NA,ENSG00000242110
C1QTNF3,NA,ENSG00000082196
ENSG00000290548,NA,ENSG00000290548
RAI14,NA,ENSG00000039560
TTC23L,NA,ENSG00000205838
RAD1,NA,ENSG00000113456
BRIX1,NA,ENSG00000113460
DNAJC21,NA,ENSG00000168724
PRLR,PRLR,ENSG00000113494
SPEF2,SPEF2,ENSG00000152582
ENSG00000248969,NA,ENSG00000248969
LMBRD2,NA,ENSG00000164187
SKP2,NA,ENSG00000145604
NADK2,NA,ENSG00000152620
RANBP3L,NA,ENSG00000164188
SLC1A3,SLC1A3,ENSG00000079215
ENSG00000274441,NA,ENSG00000274441
SLC1A3-AS1,NA,ENSG00000250155
ENSG00000272103,NA,ENSG00000272103
NIPBL-DT,NA,ENSG00000285967
NIPBL,NA,ENSG00000164190
CPLANE1,NA,ENSG00000197603
NUP155,NA,ENSG00000113569
WDR70,NA,ENSG00000082068
GDNF-AS1,NA,ENSG00000248587
GDNF,NA,ENSG00000168621
EGFLAM,NA,ENSG00000164318
LIFR,NA,ENSG00000113594
LIFR-AS1,NA,ENSG00000244968
OSMR-DT,NA,ENSG00000249740
OSMR,NA,ENSG00000145623
RICTOR,NA,ENSG00000164327
FYB1,FYB1,ENSG00000082074
C9,NA,ENSG00000113600
DAB2,NA,ENSG00000153071
TTC33,NA,ENSG00000113638
PTGER4,NA,ENSG00000171522
PRKAA1,NA,ENSG00000132356
RPL37,NA,ENSG00000145592
CARD6,NA,ENSG00000132357
C7,C7,ENSG00000112936
PLCXD3,PLCXD3,ENSG00000182836
OXCT1,NA,ENSG00000083720
RIMOC1,NA,ENSG00000205765
FBXO4,NA,ENSG00000151876
GHR,NA,ENSG00000112964
CCDC152,NA,ENSG00000198865
SELENOP,NA,ENSG00000250722
ENSG00000286271,ENSG00000286271,ENSG00000286271
ENSG00000287263,NA,ENSG00000287263
ANXA2R-OT1,NA,ENSG00000177738
ANXA2R-AS1,NA,ENSG00000215068
ENSG00000272144,NA,ENSG00000272144
ZNF131,NA,ENSG00000172262
NIM1K,NA,ENSG00000177453
HMGCS1,NA,ENSG00000112972
CCL28,NA,ENSG00000151882
TMEM267,NA,ENSG00000151881
ENSG00000249492,NA,ENSG00000249492
C5orf34,NA,ENSG00000172244
PAIP1,NA,ENSG00000172239
NNT-AS1,NA,ENSG00000248092
NNT,NA,ENSG00000112992
FGF10,NA,ENSG00000070193
LINC02224,NA,ENSG00000249203
MRPS30-DT,NA,ENSG00000251141
MRPS30,NA,ENSG00000112996
ENSG00000272335,NA,ENSG00000272335
HCN1,HCN1,ENSG00000164588
EMB,NA,ENSG00000170571
PARP8,NA,ENSG00000151883
PELO-AS1,PELO-AS1,ENSG00000248898
PELO,NA,ENSG00000152684
ITGA1,NA,ENSG00000213949
ITGA2-AS1,NA,ENSG00000249899
ITGA2,NA,ENSG00000164171
MOCS2,NA,ENSG00000164172
NDUFS4,NA,ENSG00000164258
ARL15,ARL15,ENSG00000185305
LINC01033,NA,ENSG00000249069
SNX18,NA,ENSG00000178996
ENSG00000287367,NA,ENSG00000287367
GPX8,NA,ENSG00000164294
CCNO-DT,NA,ENSG00000251307
DHX29,NA,ENSG00000067248
MTREX,NA,ENSG00000039123
PLPP1,NA,ENSG00000067113
SLC38A9,NA,ENSG00000177058
DDX4,NA,ENSG00000152670
IL6ST,NA,ENSG00000134352
IL6ST-DT,NA,ENSG00000227908
ANKRD55,NA,ENSG00000164512
LINC01948,NA,ENSG00000248727
C5orf67,C5orf67,ENSG00000225940
MAP3K1,NA,ENSG00000095015
SETD9,NA,ENSG00000155542
MIER3,NA,ENSG00000155545
GPBP1,NA,ENSG00000062194
RMEL3,NA,ENSG00000250961
PLK2,NA,ENSG00000145632
LINC02108,NA,ENSG00000250127
RAB3C,NA,ENSG00000152932
PDE4D,NA,ENSG00000113448
PART1,NA,ENSG00000152931
DEPDC1B,NA,ENSG00000035499
ELOVL7,ELOVL7,ENSG00000164181
ERCC8,NA,ENSG00000049167
NDUFAF2,NA,ENSG00000164182
SMIM15,NA,ENSG00000188725
SMIM15-AS1,NA,ENSG00000251279
LINC02057,NA,ENSG00000249279
ZSWIM6,NA,ENSG00000130449
C5orf64,NA,ENSG00000178722
ENSG00000248529,NA,ENSG00000248529
KIF2A,NA,ENSG00000068796
DIMT1,NA,ENSG00000086189
IPO11,NA,ENSG00000086200
HTR1A,NA,ENSG00000178394
ENSG00000248285,NA,ENSG00000248285
RNF180,NA,ENSG00000164197
RGS7BP,NA,ENSG00000186479
SREK1IP1,NA,ENSG00000153006
CWC27,NA,ENSG00000153015
ADAMTS6,NA,ENSG00000049192
CENPK,NA,ENSG00000123219
PPWD1,NA,ENSG00000113593
TRIM23,NA,ENSG00000113595
TRAPPC13,NA,ENSG00000113597
SGTB,NA,ENSG00000197860
NLN,NA,ENSG00000123213
ERBIN,NA,ENSG00000112851
ENSG00000286314,NA,ENSG00000286314
ENSG00000285999,NA,ENSG00000285999
SREK1,NA,ENSG00000153914
ENSG00000251391,NA,ENSG00000251391
ENSG00000286062,ENSG00000286062,ENSG00000286062
MAST4,NA,ENSG00000069020
LINC02997,NA,ENSG00000249364
PIK3R1,NA,ENSG00000145675
ENSG00000248359,NA,ENSG00000248359
ENSG00000250237,NA,ENSG00000250237
ENSG00000249335,NA,ENSG00000249335
SLC30A5,NA,ENSG00000145740
ENSG00000248664,NA,ENSG00000248664
CCNB1,NA,ENSG00000134057
CENPH,NA,ENSG00000153044
MRPS36,NA,ENSG00000134056
CDK7,NA,ENSG00000134058
CCDC125,NA,ENSG00000183323
AK6,NA,ENSG00000085231
TAF9,NA,ENSG00000273841
RAD17,NA,ENSG00000152942
MARVELD2,NA,ENSG00000152939
OCLN,NA,ENSG00000197822
GTF2H2C,NA,ENSG00000183474
ENSG00000290560,NA,ENSG00000290560
SERF1B,NA,ENSG00000205572
SMN2,NA,ENSG00000205571
ENSG00000291220,NA,ENSG00000291220
ENSG00000291221,NA,ENSG00000291221
SMN1,NA,ENSG00000172062
NAIP,NA,ENSG00000249437
GTF2H2,NA,ENSG00000145736
LINC02197,NA,ENSG00000250387
BDP1,NA,ENSG00000145734
MCCC2,NA,ENSG00000131844
ENSG00000285804,NA,ENSG00000285804
MAP1B,NA,ENSG00000131711
MRPS27,NA,ENSG00000113048
PTCD2,NA,ENSG00000049883
ZNF366,ZNF366,ENSG00000178175
ENSG00000251613,NA,ENSG00000251613
TNPO1-DT,NA,ENSG00000249085
TNPO1,NA,ENSG00000083312
FCHO2,NA,ENSG00000157107
ENSG00000249743,NA,ENSG00000249743
FOXD1,NA,ENSG00000251493
BTF3,NA,ENSG00000145741
ANKRA2,NA,ENSG00000164331
UTP15,NA,ENSG00000164338
ARHGEF28,NA,ENSG00000214944
LINC01331,LINC01331,ENSG00000248673
ENC1,ENC1,ENSG00000171617
HEXB,NA,ENSG00000049860
GFM2,NA,ENSG00000164347
NSA2,NA,ENSG00000164346
FAM169A,NA,ENSG00000198780
GCNT4,NA,ENSG00000176928
ANKRD31,NA,ENSG00000145700
HMGCR,NA,ENSG00000113161
CERT1,NA,ENSG00000113163
POLK,NA,ENSG00000122008
ANKDD1B,NA,ENSG00000189045
POC5,NA,ENSG00000152359
SV2C,SV2C,ENSG00000122012
IQGAP2,NA,ENSG00000145703
F2R,NA,ENSG00000181104
S100Z,S100Z,ENSG00000171643
CRHBP,NA,ENSG00000145708
AGGF1,NA,ENSG00000164252
ZBED3,NA,ENSG00000132846
ZBED3-AS1,NA,ENSG00000250802
PDE8B,PDE8B,ENSG00000113231
WDR41,NA,ENSG00000164253
TBCA,NA,ENSG00000171530
AP3B1,NA,ENSG00000132842
SCAMP1-AS1,NA,ENSG00000245556
SCAMP1,NA,ENSG00000085365
LHFPL2,NA,ENSG00000145685
ARSB,NA,ENSG00000113273
DMGDH,NA,ENSG00000132837
BHMT2,NA,ENSG00000132840
JMY,NA,ENSG00000152409
HOMER1,NA,ENSG00000152413
TENT2,NA,ENSG00000164329
CMYA5,CMYA5,ENSG00000164309
MTX3,NA,ENSG00000177034
THBS4,NA,ENSG00000113296
THBS4-AS1,NA,ENSG00000249825
SERINC5,NA,ENSG00000164300
ZFYVE16,NA,ENSG00000039319
FAM151B-DT,NA,ENSG00000249042
FAM151B,NA,ENSG00000152380
DHFR,NA,ENSG00000228716
MSH3,NA,ENSG00000113318
RASGRF2-AS1,NA,ENSG00000251450
RASGRF2,NA,ENSG00000113319
CKMT2-AS1,NA,ENSG00000247572
CKMT2,NA,ENSG00000131730
ZCCHC9,NA,ENSG00000131732
ENSG00000286721,NA,ENSG00000286721
SSBP2,NA,ENSG00000145687
ATG10,NA,ENSG00000152348
RPS23,RPS23,ENSG00000186468
LINC01338,NA,ENSG00000281327
TMEM167A,NA,ENSG00000174695
XRCC4,NA,ENSG00000152422
VCAN,VCAN,ENSG00000038427
HAPLN1,NA,ENSG00000145681
EDIL3,NA,ENSG00000164176
EDIL3-DT,NA,ENSG00000250320
ENSG00000249349,NA,ENSG00000249349
COX7C,NA,ENSG00000127184
MIR4280HG,NA,ENSG00000233828
LINC01949,NA,ENSG00000288569
RASA1,NA,ENSG00000145715
CCNH,NA,ENSG00000134480
ENSG00000285190,NA,ENSG00000285190
LINC02144,NA,ENSG00000248708
ENSG00000287783,NA,ENSG00000287783
ENSG00000287862,ENSG00000287862,ENSG00000287862
TMEM161B,NA,ENSG00000164180
TMEM161B-DT,NA,ENSG00000247828
LINC02060,NA,ENSG00000250156
ENSG00000271904,NA,ENSG00000271904
LINC00461,NA,ENSG00000245526
MEF2C-AS2,NA,ENSG00000245864
MEF2C,NA,ENSG00000081189
MEF2C-AS1,NA,ENSG00000248309
CETN3,NA,ENSG00000153140
MBLAC2,NA,ENSG00000176055
POLR3G,NA,ENSG00000113356
LYSMD3,NA,ENSG00000176018
ADGRV1,ADGRV1,ENSG00000164199
LUCAT1,LUCAT1,ENSG00000248323
ARRDC3,NA,ENSG00000113369
ARRDC3-AS1,NA,ENSG00000281357
ENSG00000286121,NA,ENSG00000286121
ENSG00000250049,NA,ENSG00000250049
ENSG00000249776,NA,ENSG00000249776
ENSG00000249984,NA,ENSG00000249984
LINC02058,NA,ENSG00000248528
NR2F1-AS1,NA,ENSG00000237187
NR2F1,NA,ENSG00000175745
FAM172A,NA,ENSG00000113391
ENSG00000287180,NA,ENSG00000287180
POU5F2,NA,ENSG00000248483
ENSG00000251023,NA,ENSG00000251023
ENSG00000286577,NA,ENSG00000286577
KIAA0825,NA,ENSG00000185261
